application_id,customer_id,application_date,product_type,acquisition_channel,device_os,customer_age,gender,city_tier,employment_type,monthly_income_inr,existing_emi_inr,credit_score,credit_history_months,kyc_status,requested_amount_inr,approved_amount_inr,tenure_months,interest_rate_pct,emi_amount_inr,application_status,disbursed_flag,disbursal_tat_hours,emis_paid,days_past_due,default_flag,fraud_flag,prev_loans_with_us,app_sessions_last_30d,customer_nps,rejection_reason
APP400521,FC03569,2023-12-18,Personal Loan,Mobile App,Android,37,Male,Tier 3,Salaried,63697.0,6671.0,685.0,42,Verified,190400.0,186100.0,6,23.42,33169.0,Approved,1,15.6,0.0,0.0,0.0,0,1,6,,
APP404500,FC04164,25-09-2024,Small Business Loan,Mobile App,Android,42,Male,Tier 3,Gig Worker,30532.0,3189.0,740.0,63,Verified,418700.0,251100.0,24,22.01,13028.0,Approved,1,7.8,17.0,0.0,0.0,0,1,7,10.0,
APP402854,FC04886,2024-03-04,Personal Loan,Referral,Android,35,Female,Tier 1,Self Employed,98962.0,101.0,709.0,42,verified,1000.0,,36,24.37,,Under Review,0,,,,,0,1,7,5.0,
APP405501,FC05121,2024-05-14,Small Business Loan,Mobile App,Android,36,Female,Tier 1,Gig Worker,15152.0,1692.0,599.0,67,Pending,356300.0,,24,28.93,,Rejected,0,,,,,0,0,10,3.0,KYC mismatch
APP404852,FC01462,2023-10-05,Two Wheeler Loan,Mobile App,Android,26,Male,Tier 3,Self Employed,80780.0,2236.0,658.0,23,Verified,83100.0,54600.0,18,29.31,3785.0,Approved,0,,,,,0,1,5,,
APP406538,FC01845,2024-02-04,Small Business Loan,Partner Merchant,Android,21,Male,Tier 1,Salaried,44347.0,2760.0,708.0,50,Verified,383500.0,,12,20.44,,Rejected,0,,,,,0,1,3,,KYC mismatch
APP402697,FC01984,2024-01-19,Credit Line,Partner Merchant,iOS,29,Male,Tier 2,Student,20580.0,818.0,638.0,24,Verified,297700.0,,18,23.94,,Rejected,0,,,,,0,0,5,8.0,Thin credit file
APP403753,FC03297,2024-06-29,Two Wheeler Loan,Mobile App,Android,35,Female,Tier 3,Self Employed,60866.0,3965.0,826.0,6,Verified,50100.0,50100.0,18,17.87,3194.0,Approved,1,9.4,0.0,0.0,0.0,0,0,4,,
APP400544,FC01260,2023-10-24,Personal Loan,Partner Merchant,Android,31,Male,Tier 1,Salaried,77024.0,6070.0,679.0,38,Verified,146700.0,102900.0,36,22.48,3955.0,Approved,1,8.9,20.0,0.0,0.0,0,0,3,,
APP402283,FC02778,2024-06-23,Personal Loan,Mobile App,Android,38,Male,Tier 1,Salaried,64732.0,772.0,,29,Verified,145100.0,145100.0,12,23.45,13682.0,Approved,0,,,,,0,0,6,8.0,
APP403419,FC05382,2023-10-15,Buy Now Pay Later,DSA Agent,Android,30,Female,Tier 1,Salaried,28966.0,5767.0,660.0,51,Verified,4800.0,,6,23.64,,Rejected,0,,,,,0,0,5,10.0,Income below threshold
APP401620,FC00531,2024-11-09,Buy Now Pay Later,Mobile App,Android,18,Female,Tier 3,Salaried,53364.0,10257.0,733.0,34,Verified,4500.0,,3,21.53,,Rejected,0,,,,,0,0,5,,High existing obligations
APP404743,FC03430,2024-10-11,Buy Now Pay Later,Partner Merchant,iOS,38,Male,Tier 2,Salaried,103159.0,17807.0,895.0,36,Pending,7200.0,7200.0,6,15.45,1255.0,Approved,0,,,,,0,1,6,,
APP400048,FC00187,2024-04-26,Two Wheeler Loan,Partner Merchant,Android,42,Male,Tier 2,Gig Worker,8078.0,1005.0,551.0,37,Verified,104600.0,,6,24.41,,Rejected,0,,,,,0,1,3,4.0,Thin credit file
APP403467,FC01135,2024-07-15,Two Wheeler Loan,Partner Merchant,Android,23,Female,Tier 1,Salaried,65507.0,2492.0,703.0,88,Verified,93600.0,72000.0,6,24.4,12868.0,Approved,1,2.4,3.0,0.0,0.0,0,1,12,6.0,
APP400108,FC01339,2024-04-22,Buy Now Pay Later,Partner Merchant,Android,18,Male,Tier 2,Salaried ,92413.0,2529.0,802.0,40,Verified,5600.0,5600.0,1,19.84,5693.0,Approved,1,0.9,0.0,0.0,0.0,0,3,4,,
APP402438,FC01721,2024-10-30,Personal Loan,DSA Agent,Android,30,Male,Tier 2,Salaried,42914.0,3277.0,611.0,73,Verified,138000.0,,6,26.35,,Rejected,0,,,,,0,2,4,10.0,Income below threshold
APP404463,FC02304,2023-10-19,PERSONAL LOAN,Website,Android,18,Female,Tier 1,Gig Worker,23186.0,1619.0,633.0,43,Pending,289300.0,,12,22.62,,Under Review,0,,,,,0,1,9,9.0,
APP402244,FC03440,2024-01-26,Personal Loan,Mobile App,Android,26,Male,Tier 1,Self Employed,9500000.0,10543.0,681.0,23,Failed,275600.0,,36,21.97,,Rejected,0,,,,,0,0,12,8.0,Thin credit file
APP401647,FC05719,2023-12-26,Credit Line,Partner Merchant,Android,31,Male,Tier 2,Self Employed,94906.0,8753.0,710.0,13,Verified,188600.0,,24,22.71,,Under Review,0,,,,,0,2,7,7.0,
APP403337,FC05054,2023-11-01,Credit Line,Website,Android,26,Male,Tier 1,Salaried,66505.0,3282.0,645.0,46,Verified,136700.0,136700.0,6,25.73,24523.0,Approved,1,22.5,0.0,16.0,0.0,0,1,4,9.0,
APP406529,FC05055,2024-06-06,Personal Loan,Mobile App,Android,26,Female,Tier 3,Salaried,70866.0,726.0,675.0,15,Verified,59400.0,,24,24.58,,Under Review,0,,,,,0,0,6,,
APP406044,FC04219,2024-08-11,Buy Now Pay Later,DSA Agent,Android,27,Female,Tier 2,Gig Worker,20869.0,448.0,810.0,22,Verified,9000.0,7100.0,1,16.83,7200.0,Approved,1,9.5,0.0,0.0,0.0,0,1,4,,
APP405035,FC05587,2024-10-06,Buy Now Pay Later,Website,Android,42,Male,Tier 2,Gig Worker,10335.0,3561.0,635.0,33,Verified,5800.0,,1,24.05,,Rejected,0,,,,,0,2,6,,Thin credit file
APP400127,FC00306,2024-06-23,Credit Line,Mobile App,Android,25,Male,Tier 1,Self-Employed,70362.0,8023.0,778.0,41,verified,110000.0,,36,18.24,,Under Review,0,,,,,0,0,5,4.0,
APP404565,FC02626,2023-11-10,Small Business Loan,Referral,iOS,26,Male,Tier 2,Salaried,30217.0,285.0,676.0,92,Verified,203400.0,203400.0,6,19.81,35885.0,Approved,1,21.3,4.0,0.0,0.0,0,0,7,,
APP402502,FC00267,2024-07-28,Personal Loan,Mobile App,Not Captured,30,Female,Tier 1,Gig Worker,37584.0,2738.0,745.0,33,Verified,225700.0,217100.0,48,19.22,6517.0,Approved,1,12.5,15.0,0.0,0.0,0,2,4,9.0,
APP401161,FC01602,2024-01-16,Personal Loan,Mobile App,iOS,44,Female,Tier 3,Self Employed,106614.0,2664.0,617.0,13,Verified,148800.0,,48,24.49,,Under Review,0,,,,,0,0,8,4.0,
APP400389,FC00566,2024-08-28,Small Business Loan,Partner Merchant,Android,43,Male,Tier 1,Salaried,75983.0,2347.0,835.0,29,Verified,291600.0,233400.0,24,22.01,12110.0,Approved,1,9.5,7.0,0.0,0.0,0,2,6,9.0,
APP405140,FC03875,2024-08-10,Personal Loan,Mobile App,iOS,23,Male,Tier 1,Salaried,25072.0,7782.0,589.0,16,Verified,80800.0,,18,28.32,,Rejected,0,,,,,0,4,6,7.0,Income below threshold
APP406379,FC00699,2023-12-08,Personal Loan,Mobile App,Android,39,Male,Tier 1,Salaried,107101.0,19218.0,792.0,38,Pending,269200.0,,18,17.59,,Under Review,0,,,,,0,1,7,,
APP404432,FC03233,2024-04-16,Two Wheeler Loan,Partner Merchant,Android,28,Male,Tier 3,self employed,74570.0,2254.0,654.0,51,Verified,69000.0,61300.0,36,23.03,2374.0,Approved,1,12.5,22.0,0.0,0.0,0,0,6,10.0,
APP403414,FC05734,2024-01-23,Personal Loan,Mobile App,Android,53,Male,Tier 2,Gig Worker,45685.0,4950.0,,26,Verified,140700.0,121400.0,36,24.17,4774.0,Approved,1,17.9,36.0,86.0,0.0,0,0,11,4.0,
APP406782,FC02732,13/03/24,PERSONAL LOAN,Mobile App,Android,35,Male,Tier 2,Self Employed,52602.0,4821.0,786.0,36,Verified,154600.0,126600.0,36,19.88,4697.0,Approved,1,19.4,14.0,0.0,0.0,0,1,7,6.0,
APP405373,FC01551,2023-09-19,BNPL,Mobile App,Android,45,Male,Tier 2,Self-Employed,91026.0,14910.0,777.0,24,VERIFIED,5600.0,5500.0,3,20.93,1898.0,Approved,1,10.9,3.0,0.0,0.0,0,1,11,,
APP401389,FC04112,2024-02-18,personal loan,Mobile App,Android,40,Female,Tier 1,salaried,51470.0,449.0,805.0,42,verified,278900.0,161600.0,36,19.26,5945.0,Approved,1,12.5,33.0,0.0,0.0,0,1,2,6.0,
APP402857,FC01025,2023-09-01,Credit Line,Mobile App,iOS,47,Female,Tier 1,Student,12692.0,660.0,806.0,47,Verified,14200.0,12000.0,24,18.15,600.0,Approved,1,16.7,20.0,0.0,0.0,0,0,6,,
APP401442,FC03478,2024-04-08,Credit Line,Mobile App,Android,29,Male,Tier 1,Salaried,18965.0,4810.0,704.0,40,VERIFIED,313800.0,,24,21.98,,Rejected,0,,,,,0,1,6,8.0,Thin credit file
APP402966,FC03358,2024-01-12,Buy Now Pay Later,Mobile App,Android,24,Male,Tier 2,Salaried,71777.0,6897.0,615.0,11,Verified,5400.0,,3,25.79,,Rejected,0,,,,,0,0,7,6.0,High existing obligations
APP402535,FC05345,2023-10-17,personal loan,DSA Agent,iOS,28,Male,Tier 2,Salaried,30267.0,16452.0,697.0,28,Verified,109600.0,,48,23.69,,Rejected,0,,,,,0,1,4,5.0,Income below threshold
APP405464,FC00415,2024-10-28,Buy Now Pay Later,Mobile App,Android,22,Male,Tier 3,Student,21521.0,2068.0,734.0,12,Verified,4300.0,4300.0,3,23.16,1489.0,Approved,1,2.5,2.0,0.0,0.0,0,0,4,3.0,
APP403598,FC02991,2024-01-31,Two Wheeler Loan,Mobile App,Android,42,Male,Tier 2,Salaried,63136.0,11288.0,562.0,34,Verified,85100.0,,18,30.16,,Rejected,0,,,,,0,0,13,,High existing obligations
APP403555,FC05298,05-02-2024,Personal Loan,Mobile App,Android,38,Male,Tier 2,Salaried,88383.0,3499.0,,44,Verified,90500.0,67700.0,48,24.21,2215.0,Approved,1,11.3,16.0,0.0,0.0,0,1,10,,
APP402394,FC04135,2024-07-21,Buy Now Pay Later,Mobile App,Android,33,Male,Tier 2,Self Employed,5000.0,721.0,704.0,6,Verified,4900.0,3500.0,3,23.87,1213.0,Approved,1,8.9,1.0,0.0,0.0,0,1,1,,
APP404571,FC02507,2024-10-21,Buy Now Pay Later,Partner Merchant,Android,29,Female,Tier 2,SALARIED,-25000.0,10629.0,632.0,48,VERIFIED,2100.0,1700.0,3,24.83,590.0,Approved,1,23.7,0.0,54.0,0.0,0,0,8,,
APP402911,FC01937,2023-11-25,Small Business Loan,Partner Merchant,iOS,19,Female,Tier 2,gig worker,18270.0,1548.0,,39,Verified,282100.0,282100.0,12,17.19,25754.0,Approved,1,8.8,12.0,0.0,0.0,0,0,7,7.0,
APP406914,FC03580,2024-02-16,Two Wheeler Loan,Mobile App,iOS,41,Male,Tier 1,Self Employed,75737.0,8454.0,742.0,60,Verified,73600.0,41200.0,12,21.24,3841.0,Approved,0,,,,,0,1,9,1.0,
APP405595,FC04041,15/02/24,Credit Line,Partner Merchant,iOS,34,Male,Tier 2,Gig Worker,22167.0,390.0,720.0,88,Verified,115900.0,73100.0,24,21.84,3787.0,Approved,1,6.1,10.0,0.0,0.0,0,0,6,10.0,
APP404678,FC02966,2024-04-22,Personal Loan,Partner Merchant,iOS,22,Male,Tier 1,Salaried,,363.0,697.0,10,VERIFIED,280200.0,203400.0,12,27.27,19557.0,Approved,1,11.1,0.0,0.0,0.0,0,1,7,9.0,
APP400408,FC01774,2024-02-12,Personal Loan,Mobile App,iOS,45,Female,Tier 1,Self Employed,40859.0,1913.0,500.0,35,Verified,48500.0,,36,27.5,,Rejected,0,,,,,0,1,6,,Thin credit file
APP405327,FC02723,2024-01-04,PERSONAL LOAN,Referral,iOS,24,Male,Tier 1,salaried,62440.0,15694.0,718.0,64,Verified,141900.0,75400.0,24,22.23,3920.0,Approved,1,4.7,19.0,0.0,0.0,0,0,6,7.0,
APP400317,FC01628,2024-02-19,bnpl,Partner Merchant,iOS,34,Male,Tier 1,Self Employed,6454.0,8817.0,638.0,23,Pending,4100.0,,1,23.28,,Rejected,0,,,,,1,1,7,5.0,High existing obligations
APP403657,FC04353,2023-12-21,Small Business Loan,Mobile App,Android,18,Female,Tier 1,Salaried,,53.0,717.0,20,Pending,294400.0,293500.0,36,23.77,11479.0,Approved,0,,,,,0,2,12,,
APP405101,FC03701,2024-08-23,Two Wheeler Loan,DSA Agent,Android,25,Female,Tier 2,Salaried ,73227.0,1045.0,729.0,59,Verified,86400.0,77800.0,6,23.32,13863.0,Approved,1,3.3,6.0,0.0,0.0,0,0,7,5.0,
APP403387,FC03418,2024-01-29,Credit Line,Website,Android,35,Male,Tier 1,Salaried,46654.0,8382.0,785.0,19,Verified,174100.0,,36,20.77,,Under Review,0,,,,,0,0,6,,
APP404938,FC03029,2023-12-21,Two Wheeler Loan,Mobile App,Android,30,Male,Tier 2,Gig Worker,7747.0,16455.0,456.0,49,Verified,112500.0,,12,28.55,,Rejected,0,,,,,0,1,6,,High existing obligations
APP400956,FC02979,2024-01-15,BNPL,Mobile App,iOS,29,Male,Tier 2,Gig Worker,28497.0,9155.0,726.0,15,Failed,4900.0,,6,24.74,,Rejected,0,,,,,0,0,4,7.0,KYC mismatch
APP405019,FC01398,14-08-2024,Personal Loan,Partner Merchant,iOS,37,Female,Tier 2,Self Employed,106057.0,11503.0,694.0,31,Verified,297600.0,194800.0,6,22.97,34676.0,Approved,1,2.1,0.0,65.0,0.0,0,0,5,4.0,
APP401640,FC04039,2023-10-23,Personal Loan,Mobile App,Android,31,Male,Tier 2,Salaried,5000.0,11942.0,846.0,44,Verified,204700.0,,18,20.4,,Rejected,0,,,,,0,0,9,,KYC mismatch
APP401262,FC00524,2024-06-17,Personal Loan,Partner Merchant,Android,38,Male,Tier 2,Self Employed,130381.0,4845.0,717.0,14,Verified,248200.0,241000.0,12,22.36,22598.0,Approved,0,,,,,0,0,6,3.0,
APP406410,FC00715,2024-01-11,Personal Loan,Referral,iOS,33,Male,Tier 1,Self Employed,36730.0,61.0,699.0,23,Verified,109600.0,,48,18.21,,Rejected,0,,,,,0,0,6,9.0,Income below threshold
APP403111,FC02570,2024-10-28,Credit Line,Website,Android,36,Male,Tier 1,Self Employed,5000.0,2458.0,679.0,56,Verified,141500.0,,18,22.56,,Under Review,0,,,,,1,0,9,6.0,
APP401914,FC02019,22/07/24,Two Wheeler Loan,Website,Android,52,Male,Tier 1,Salaried,52029.0,13258.0,687.0,32,Verified,78000.0,,36,22.16,,Under Review,0,,,,,0,0,5,7.0,
APP406022,FC03858,2024-02-02,Buy Now Pay Later,Mobile App,Android,25,Female,Tier 1,SelfEmployed,91165.0,15946.0,699.0,60,Verified,1000.0,1000.0,1,22.64,1019.0,Approved,1,9.1,1.0,116.0,1.0,0,4,4,9.0,
APP403873,FC01409,2023-09-11,Two Wheeler Loan,DSA Agent,iOS,25,Male,Tier 3,Self Employed,5000.0,30652.0,710.0,20,Failed,91200.0,,18,20.25,,Rejected,0,,,,,0,0,3,7.0,High existing obligations
APP402951,FC04066,2024-01-21,Credit Line,Partner Merchant,iOS,32,Female,Tier 3,Self Employed,25392.0,36.0,727.0,39,Verified,214400.0,214400.0,6,22.35,38099.0,Approved,1,7.8,2.0,0.0,0.0,0,1,9,,
APP403226,FC00260,2024-05-02,Small Business Loan,Referral,iOS,37,Male,Tier 3,Self Employed,97765.0,17434.0,624.0,96,VERIFIED,331500.0,,24,26.78,,Rejected,0,,,,,0,0,8,,Low credit score
APP404078,FC02831,2023-09-25,Credit Line,Mobile App,Android,28,Female,Tier 3,Salaried,52923.0,229.0,554.0,40,Verified,253100.0,,18,30.17,,Rejected,0,,,,,0,1,6,6.0,Low credit score
APP405860,FC01361,2024-07-26,Two Wheeler Loan,Website,Android,43,Female,Tier 2,Salaried,38728.0,7196.0,843.0,48,Verified,107500.0,104700.0,48,18.37,3096.0,Approved,1,6.6,4.0,0.0,0.0,0,0,6,,
APP405741,FC03086,2024-02-12,Credit Line,Partner Merchant,Android,36,Male,Tier 1,Salaried,43166.0,12511.0,626.0,20,verified,229900.0,,36,25.71,,Rejected,0,,,,,0,0,6,,KYC mismatch
APP404990,FC03794,2023-12-24,Personal Loan,Website,Android,34,Male,Tier 2,Salaried,65009.0,2938.0,728.0,39,Verified,17300.0,11300.0,24,23.14,593.0,Approved,0,,,,,0,1,9,,
APP403916,FC00248,2023-10-25,Buy Now Pay Later,Partner Merchant,Android,44,Male,Tier 1,Gig Worker,,197.0,697.0,41,Verified,8100.0,7600.0,1,25.58,7762.0,Approved,1,18.1,0.0,20.0,0.0,0,0,4,4.0,
APP403071,FC03996,2024-09-29,Credit Line,Referral,iOS,33,Female,Tier 1,Salaried,74371.0,16362.0,777.0,77,Verified,67800.0,,24,20.4,,Under Review,0,,,,,0,0,13,6.0,
APP406536,FC00650,2024-08-15,Personal Loan,Mobile App,Not Captured,31,Male,Tier 2,Salaried,64557.0,3714.0,591.0,86,Verified,60000.0,,12,27.01,,Under Review,0,,,,,0,0,6,9.0,
APP405439,FC02249,2023-09-28,Personal Loan,Mobile App,iOS,18,Male,Tier 2,Self Employed,86047.0,13922.0,745.0,64,Verified,192400.0,175400.0,48,21.92,5519.0,Approved,1,3.3,39.0,0.0,0.0,0,3,8,10.0,
APP401924,FC03000,2023-11-25,Small Business Loan,Partner Merchant,Not Captured,38,Male,Tier 1,Salaried,35326.0,3495.0,733.0,16,Verified,552700.0,552700.0,6,21.11,97871.0,Approved,1,6.3,5.0,0.0,0.0,0,2,9,,
APP404180,FC03671,15/10/24,Personal Loan,Mobile App,Android,26,Male,Tier 1,SALARIED,32331.0,949.0,633.0,33,Verified,67500.0,,24,22.37,,Under Review,0,,,,,0,0,8,4.0,
APP404253,FC04046,24-02-2024,Credit Line,Mobile App,Android,41,Female,Tier 2,SALARIED,72851.0,1144.0,792.0,13,Verified,259600.0,241800.0,24,18.84,12170.0,Approved,1,6.3,2.0,0.0,0.0,0,1,4,8.0,
APP406014,FC00940,2023-09-21,Buy Now Pay Later,Mobile App,Android,23,Female,Tier 1,Salaried,56092.0,16675.0,568.0,47,verified,9100.0,,1,27.4,,Rejected,0,,,,,0,3,3,10.0,KYC mismatch
APP402571,FC03222,27-01-2024,Personal Loan,Website,Android,26,Male,Tier 1,Salaried,52499.0,23328.0,743.0,15,Verified,192400.0,,6,19.57,,Rejected,0,,,,,0,1,6,5.0,High existing obligations
APP404740,FC03990,2023-10-25,Two Wheeler Loan,Partner Merchant,Android,30,Male,Tier 1,Self Employed,18276.0,12178.0,667.0,65,Verified,99000.0,,24,24.45,,Rejected,0,,,,,0,0,5,,KYC mismatch
APP401814,FC04313,2024-10-09,Personal Loan,DSA Agent,Android,27,Female,Tier 1,Self Employed,88909.0,6539.0,652.0,57,Verified,102100.0,100100.0,48,26.88,3425.0,Approved,1,7.9,16.0,0.0,0.0,0,0,7,5.0,
APP403720,FC01763,2024-10-24,Two Wheeler Loan,Partner Merchant,iOS,20,Male,Tier 2,Salaried,67807.0,3238.0,675.0,40,Verified,103700.0,,6,24.6,,Under Review,0,,,,,0,0,15,7.0,
APP401044,FC05155,2024-05-21,Personal Loan,Referral,Android,32,Male,Tier 1,Self Employed,75726.0,1013.0,792.0,27,Verified,290700.0,212400.0,12,16.09,19280.0,Approved,1,23.7,2.0,0.0,0.0,0,1,4,9.0,
APP402621,FC05430,2023-09-15,Small Business Loan,Mobile App,Android,37,Male,Tier 1,Salaried,33041.0,1107.0,731.0,38,Verified,160800.0,106300.0,12,21.48,9922.0,Approved,1,7.2,1.0,0.0,0.0,0,1,7,8.0,
APP406114,FC02180,2024-04-02,Buy Now Pay Later,Website,Android,39,Female,Tier 2,Self-Employed,9500000.0,3206.0,600.0,39,Verified,11700.0,,3,28.39,,Rejected,0,,,,,0,2,4,4.0,Low credit score
APP404772,FC05308,2024-06-10,Buy Now Pay Later,Website,Android,34,Female,Tier 3,Salaried,40659.0,2538.0,785.0,13,Verified,9100.0,7300.0,1,21.29,7430.0,Approved,1,2.3,1.0,0.0,0.0,0,2,5,6.0,
APP401062,FC04963,2024-03-28,Personal Loan,Mobile App,Android,34,Male,Tier 1,Salaried,20339.0,625.0,,36,Verified,102100.0,,6,19.73,,Under Review,0,,,,,0,1,6,8.0,
APP401089,FC02459,19-12-2023,Two Wheeler Loan,Mobile App,Android,28,Male,Tier 2,Self Employed,81835.0,383.0,735.0,19,Verified,71900.0,71900.0,48,23.0,2305.0,Approved,1,3.5,0.0,0.0,0.0,0,0,5,2.0,
APP406034,FC04494,2024-10-27,Buy Now Pay Later,Website,Android,36,Male,Tier 3,Gig Worker,37390.0,19526.0,716.0,66,Verified,10900.0,,1,19.94,,Under Review,0,,,,,0,0,5,7.0,
APP405458,FC04844,2023-11-06,Personal Loan,Partner Merchant,Android,26,Male,Tier 1,Salaried,8947.0,7011.0,778.0,34,Verified,238500.0,,12,20.28,,Rejected,0,,,,,0,0,8,4.0,Low credit score
APP403039,FC01286,22/11/24,Buy Now Pay Later,Website,Android,39,Female,Tier 1,Self Employed,48032.0,78.0,,18,Pending,7000.0,6000.0,3,19.42,2065.0,Approved,1,1.2,0.0,0.0,0.0,0,1,8,9.0,
APP406800,FC03197,2024-05-28,bnpl,Website,Android,35,Male,Tier 2,Self Employed,83812.0,2326.0,592.0,59,Verified,1000.0,,3,25.83,,Rejected,0,,,,,1,1,4,,High existing obligations
APP406851,FC05086,2024-07-05,Buy Now Pay Later,Mobile App,Android,41,Female,Tier 1,Gig Worker,35271.0,1957.0,767.0,44,Verified,3200.0,2300.0,6,20.55,407.0,Approved,1,17.7,5.0,0.0,0.0,0,0,7,9.0,
APP401123,FC01361,2023-09-27,Credit Line,Referral,Android,37,Female,Tier 1,Gig Worker,29857.0,1307.0,589.0,37,Verified,216100.0,,12,26.85,,Rejected,0,,,,,0,1,12,7.0,Income below threshold
APP402720,FC01755,2024-05-08,Buy Now Pay Later,Partner Merchant,Android,36,Female,Tier 1,Self Employed,89897.0,1465.0,805.0,26,Verified,9200.0,8200.0,1,17.98,8323.0,Approved,0,,,,,0,0,2,8.0,
APP403115,FC03168,2023-09-24,Personal Loan,Referral,Android,44,Male,Tier 1,Salaried,77827.0,5005.0,669.0,84,Verified,101800.0,,36,24.98,,Rejected,0,,,,,0,1,8,5.0,Income below threshold
APP405120,FC00683,2024-08-10,Buy Now Pay Later,Mobile App,Android,37,Male,Tier 1,Salaried,72017.0,1549.0,755.0,78,Verified,6700.0,4900.0,1,19.07,4978.0,Approved,1,10.5,1.0,0.0,0.0,0,0,9,8.0,
APP405911,FC01168,26/10/24,Personal Loan,Mobile App,Android,44,Female,Tier 1,Gig Worker,39897.0,12162.0,654.0,18,Verified,206800.0,206800.0,48,23.0,6628.0,Approved,0,,,,,0,1,9,,
APP402027,FC03055,31/10/23,Personal Loan,Mobile App,iOS,26,Female,Tier 2,Self Employed,67923.0,22760.0,713.0,20,Verified,184400.0,184400.0,12,21.9,17250.0,Approved,1,8.7,12.0,0.0,0.0,0,1,4,7.0,
APP404052,FC03951,2024-03-05,Buy Now Pay Later,Mobile App,iOS,40,Male,Tier 3,Salaried,77053.0,2745.0,597.0,48,Pending,5000.0,,3,27.87,,Rejected,0,,,,,0,0,10,3.0,Thin credit file
APP403903,FC01742,2024-11-05,Two Wheeler Loan,Partner Merchant,iOS,35,Male,Tier 1,Student,18805.0,444.0,580.0,56,Verified,71300.0,,6,28.71,,Rejected,0,,,,,0,2,4,,Low credit score
APP405349,FC03410,22/02/24,BNPL,Partner Merchant,Android,41,Female,Tier 2,Self Employed,37130.0,10690.0,852.0,118,verified,3800.0,3200.0,6,16.66,560.0,Approved,1,23.2,6.0,0.0,0.0,0,1,3,,
APP403510,FC04827,2024-10-25,Personal Loan,Mobile App,iOS,30,Female,Tier 3,Salaried,89466.0,5211.0,654.0,77,Verified,142900.0,,12,21.93,,Rejected,0,,,,,0,2,10,10.0,Thin credit file
APP406580,FC02600,2023-11-19,Two Wheeler Loan,Website,Android,30,Male,Tier 3,Salaried,48374.0,1129.0,666.0,24,Verified,116600.0,,48,23.68,,Rejected,0,,,,,0,2,9,9.0,High existing obligations
APP402455,FC02218,2024-11-05,Personal Loan,Mobile App,Android,46,Female,Tier 2,Self-Employed,5000.0,7333.0,733.0,23,Verified,125600.0,,36,23.71,,Rejected,0,,,,,0,1,6,5.0,High existing obligations
APP403102,FC01491,2024-10-23,Buy Now Pay Later,Mobile App,Not Captured,41,Male,Tier 2,Gig Worker,21290.0,5010.0,,47,verified,8100.0,6800.0,1,19.1,6908.0,Approved,1,1.8,0.0,0.0,0.0,0,0,8,6.0,
APP406971,FC04669,2023-10-16,Buy Now Pay Later,Mobile App,Android,36,Female,Tier 1,gig worker,7229.0,2139.0,831.0,23,Verified,3800.0,2600.0,1,17.68,2638.0,Approved,1,31.3,1.0,0.0,0.0,0,2,9,6.0,
APP402182,FC01054,23/01/24,Two Wheeler Loan,DSA Agent,Not Captured,34,Male,Tier 2,Salaried,78657.0,114.0,668.0,41,Verified,96600.0,58600.0,6,23.55,10448.0,Approved,1,15.3,1.0,0.0,0.0,0,0,10,,
APP401834,FC05368,2024-09-02,Buy Now Pay Later,Mobile App,iOS,35,Male,Tier 1,Salaried,,22631.0,820.0,133,Verified,7600.0,,6,13.9,,Under Review,0,,,,,0,4,10,,
APP406630,FC04618,2024-01-14,Personal Loan,DSA Agent,Android,19,Male,Tier 2,Self Employed,150448.0,3832.0,782.0,39,VERIFIED,208800.0,208800.0,24,17.93,10417.0,Approved,0,,,,,0,1,7,,
APP400229,FC00292,30-10-2024,Buy Now Pay Later,Mobile App,Android,46,Male,Tier 1,Self Employed,96418.0,5109.0,827.0,27,Verified,9800.0,,1,15.93,,Under Review,0,,,,,0,1,5,,
APP406411,FC04253,2024-06-14,Small Business Loan,Website,Android,24,Female,Tier 1,Salaried,81539.0,761.0,725.0,62,Verified,715400.0,715400.0,36,23.8,27992.0,Approved,1,7.7,20.0,0.0,0.0,0,0,4,,
APP405849,FC01819,15-06-2024,PERSONAL LOAN,Partner Merchant,Not Captured,30,Male,Tier 2,Gig Worker,24362.0,2148.0,850.0,24,Verified,237300.0,212100.0,48,17.34,6158.0,Approved,1,16.5,9.0,0.0,0.0,0,1,9,7.0,
APP406786,FC04370,2023-10-19,Personal Loan,Mobile App,Android,25,Male,Tier 1,Self Employed,122204.0,1055.0,,32,Verified,43300.0,,36,22.85,,Under Review,0,,,,,0,1,7,7.0,
APP403324,FC02618,2024-08-13,Two Wheeler Loan,Partner Merchant,Android,32,Female,Tier 2,Self Employed,5000.0,15400.0,649.0,19,verified,102000.0,,6,25.22,,Rejected,0,,,,,0,1,4,,High existing obligations
APP401887,FC00638,2023-09-03,Personal Loan,Mobile App,Android,23,Male,Tier 1,Salaried,32845.0,5983.0,719.0,33,Verified,165400.0,137300.0,6,21.26,24323.0,Approved,1,13.1,4.0,0.0,0.0,0,0,12,10.0,
APP403481,FC04135,2023-09-06,Buy Now Pay Later,Partner Merchant,Android,31,Male,Tier 1,Salaried,56034.0,5686.0,727.0,40,Verified,4100.0,3600.0,6,22.19,639.0,Approved,0,,,,,0,1,5,,
APP405504,FC03987,2023-12-07,Personal Loan,Mobile App,iOS,31,Female,Tier 2,Salaried,67219.0,8832.0,788.0,22,verified,118700.0,86500.0,48,19.48,2608.0,Approved,1,14.4,25.0,0.0,0.0,0,1,13,5.0,
