application_id,customer_id,application_date,product_type,acquisition_channel,device_os,customer_age,gender,city_tier,employment_type,monthly_income_inr,existing_emi_inr,credit_score,credit_history_months,kyc_status,requested_amount_inr,approved_amount_inr,tenure_months,interest_rate_pct,emi_amount_inr,application_status,disbursed_flag,disbursal_tat_hours,emis_paid,days_past_due,default_flag,fraud_flag,prev_loans_with_us,app_sessions_last_30d,customer_nps,rejection_reason,dti_ratio
APP402533,FC01220,2024-11-20,Two Wheeler Loan,Partner Merchant,iOS,30.0,Male,Tier 1,Salaried,57156.0,7212.0,803.0,23,Pending,94900.0,,36,20.14,,Under Review,0,,,,,0,0,6,8.0,,0.1261809783749737
APP403268,FC03537,2024-02-25,Personal Loan,Mobile App,Android,28.0,Female,Tier 2,Gig Worker,33457.0,4843.0,534.0,9,Verified,21600.0,,36,26.28,,Rejected,0,,,,,0,0,6,9.0,Low credit score,0.1447529664943061
APP401316,FC03064,24/07/24,Personal Loan,Mobile App,Not Captured,24.0,Male,Tier 2,Salaried,27563.0,3348.0,812.0,21,Verified,228600.0,228600.0,18,18.43,14633.0,Approved,1,2.7,13.0,0.0,0.0,0,0,9,5.0,,0.1214671842687661
APP400434,FC05699,21-09-2023,Credit Line,Partner Merchant,Android,38.0,Male,Tier 2,Self Employed,143258.0,2620.0,701.0,11,Verified,165800.0,,24,21.21,,Rejected,0,,,,,0,1,7,7.0,Income below threshold,0.0182886819584246
APP401785,FC03597,2024-11-22,Personal Loan,Mobile App,Android,36.0,Male,Tier 2,Self Employed,36260.0,3206.0,610.0,55,Verified,142200.0,142200.0,18,27.87,9756.0,Approved,0,,,,,0,2,8,10.0,,0.0884169884169884
APP400371,FC05190,2024-09-28,Personal Loan,Mobile App,Android,36.0,Female,Tier 2,Salaried,23925.0,430.0,630.0,39,Verified,1000.0,,24,24.86,,Under Review,0,,,,,0,1,6,8.0,,0.0179728317659352
APP402094,FC03605,2023-11-24,BNPL,Partner Merchant,iOS,31.0,Male,Tier 3,Salaried,,3734.0,777.0,18,Failed,8300.0,6100.0,1,19.29,6198.0,Approved,1,4.8,0.0,0.0,0.0,0,2,5,7.0,,
APP406847,FC05577,2024-07-22,Two Wheeler Loan,Partner Merchant,Android,26.0,Female,Tier 2,Salaried,69897.0,508.0,720.0,16,Verified,71800.0,51100.0,18,21.34,3342.0,Approved,1,5.0,12.0,0.0,0.0,0,1,7,7.0,,0.0072678369600984
APP401391,FC01291,2023-10-29,Personal Loan,DSA Agent,iOS,37.0,Female,Tier 1,Salaried,46505.0,8169.0,841.0,56,Verified,233200.0,220300.0,24,20.13,11226.0,Approved,1,40.9,19.0,0.0,0.0,0,0,6,6.0,,0.175658531340716
APP405452,FC03470,04-02-2024,Personal Loan,DSA Agent,iOS,50.0,Male,Tier 1,Self Employed,9116.0,10235.0,733.0,27,Verified,74700.0,,24,23.58,,Under Review,0,,,,,0,2,8,6.0,,1.122751206669592
APP401195,FC04052,2024-09-01,Personal Loan,DSA Agent,Android,26.0,Male,Tier 2,Salaried,27145.0,10235.0,685.0,13,Failed,65600.0,56200.0,12,22.69,5279.0,Approved,1,10.6,0.0,0.0,0.0,0,1,5,0.0,,0.3770491803278688
APP406774,FC01116,2024-06-01,Personal Loan,Mobile App,iOS,40.0,Male,Tier 1,Gig Worker,17418.0,226.0,709.0,20,Verified,109100.0,89000.0,18,23.61,5920.0,Approved,1,9.0,12.0,0.0,0.0,0,0,5,6.0,,0.0129750832472155
APP401069,FC01238,2024-05-04,Two Wheeler Loan,Mobile App,Android,30.0,Male,Tier 2,Salaried,35969.0,7586.0,666.0,31,Verified,92800.0,,24,21.33,,Under Review,0,,,,,0,0,7,8.0,,0.2109038338569323
APP402373,FC01248,2024-08-18,BNPL,Website,Android,40.0,Male,Tier 3,Salaried,76607.0,4452.0,647.0,4,Verified,6100.0,,1,27.37,,Under Review,0,,,,,0,2,10,4.0,,0.0581147936872609
APP406279,FC02404,16-10-2023,Personal Loan,Partner Merchant,iOS,29.0,Male,Tier 2,Self Employed,,1306.0,,64,Verified,156000.0,120900.0,36,21.37,4578.0,Approved,1,10.5,8.0,0.0,0.0,0,1,8,,,
APP403613,FC04533,2023-10-15,Personal Loan,Mobile App,iOS,43.0,Male,Tier 1,Salaried,55336.0,33035.0,766.0,28,Verified,1000.0,,48,19.81,,Rejected,0,,,,,0,0,5,6.0,Thin credit file,0.596989301720399
APP403415,FC01944,2024-01-01,BNPL,Partner Merchant,Android,48.0,Male,Tier 1,Gig Worker,22949.0,18359.0,651.0,35,Verified,8100.0,,3,22.54,,Rejected,0,,,,,0,0,6,4.0,KYC mismatch,0.7999912850233125
APP404170,FC02525,27/01/24,Small Business Loan,Mobile App,iOS,29.0,Female,Tier 2,Self Employed,56100.0,3898.0,666.0,51,Verified,545300.0,545300.0,36,23.13,21145.0,Approved,1,3.4,34.0,59.0,0.0,0,2,11,5.0,,0.0694830659536542
APP401777,FC03519,2023-12-17,BNPL,DSA Agent,Android,33.0,Female,Tier 1,Self Employed,5000.0,3098.0,639.0,61,Verified,4500.0,,1,28.1,,Rejected,0,,,,,0,1,6,,Income below threshold,0.6196
APP403298,FC05595,26/09/24,Small Business Loan,Mobile App,Not Captured,33.0,Female,Tier 2,Gig Worker,32993.0,8732.0,767.0,42,Verified,534900.0,,48,18.59,,Under Review,0,,,,,0,1,7,,,0.2646622010729548
APP402204,FC01822,2023-12-24,Personal Loan,DSA Agent,iOS,41.0,Female,Tier 2,Salaried,69226.0,2726.0,778.0,48,Verified,297400.0,246800.0,48,19.35,7425.0,Approved,0,,,,,0,1,5,9.0,,0.0393782682807037
APP400634,FC01791,2024-11-22,Small Business Loan,Website,Android,23.0,Female,Tier 1,Self Employed,71398.0,2471.0,607.0,27,Verified,154700.0,,18,23.97,,Rejected,0,,,,,0,1,5,5.0,High existing obligations,0.0346088125717807
APP400376,FC03745,2024-08-22,Personal Loan,Website,Android,37.0,Male,Tier 1,Self Employed,103590.0,883.0,717.0,25,Verified,84700.0,68000.0,6,19.19,11976.0,Approved,1,12.0,2.0,0.0,0.0,0,1,8,8.0,,0.0085239888020079
APP405552,FC05247,21/03/24,Personal Loan,Mobile App,Android,21.0,Male,Tier 1,Salaried,35171.0,16602.0,,10,Verified,175300.0,,6,19.97,,Rejected,0,,,,,0,0,4,,Income below threshold,0.4720366210798669
APP404826,FC03492,2024-05-20,Small Business Loan,Partner Merchant,Android,35.0,Female,Tier 2,Gig Worker,27895.0,9855.0,727.0,43,Verified,462700.0,,36,22.8,,Rejected,0,,,,,0,1,5,6.0,KYC mismatch,0.353289119913963
APP400615,FC01330,2024-05-13,BNPL,Website,Android,30.0,Female,Tier 1,Salaried,41591.0,1684.0,,61,Verified,5200.0,,6,24.89,,Under Review,0,,,,,0,0,8,8.0,,0.0404895289846361
APP403765,FC03564,2024-04-30,Two Wheeler Loan,Mobile App,Android,42.0,Male,Tier 3,Salaried,13126.0,1477.0,694.0,107,Verified,79400.0,59600.0,24,21.96,3091.0,Approved,1,18.6,19.0,21.0,0.0,0,0,8,9.0,,0.1125247600182843
APP400290,FC02165,2023-09-16,Two Wheeler Loan,Partner Merchant,iOS,30.0,Male,Tier 1,Gig Worker,47122.0,2996.0,622.0,57,Verified,102100.0,,24,28.5,,Rejected,0,,,,,0,2,2,7.0,Thin credit file,0.0635796443274903
APP400213,FC02126,2024-11-02,Personal Loan,Mobile App,Android,49.0,Female,Tier 3,Self Employed,106653.0,476.0,706.0,23,Failed,155900.0,155900.0,36,23.07,6041.0,Approved,1,6.9,23.0,0.0,0.0,0,1,6,9.0,,0.0044630718310783
APP402846,FC00812,2024-06-08,Two Wheeler Loan,DSA Agent,Android,37.0,Male,Tier 3,Self Employed,148370.0,7652.0,638.0,69,Verified,51000.0,,36,26.36,,Under Review,0,,,,,0,1,7,4.0,,0.0515737682819977
APP404154,FC00711,2024-07-04,BNPL,Partner Merchant,Android,28.0,Male,Tier 1,Salaried,5000.0,9884.0,716.0,24,Verified,6700.0,,3,22.3,,Rejected,0,,,,,0,2,7,7.0,Low credit score,1.9768
APP406223,FC01621,2024-06-27,Two Wheeler Loan,Referral,Android,18.0,Female,Tier 1,Salaried,45314.0,12361.0,664.0,26,Verified,56100.0,,18,27.69,,Rejected,0,,,,,0,0,6,8.0,Income below threshold,0.2727854526194995
APP403157,FC03305,2023-10-24,Small Business Loan,Partner Merchant,iOS,51.0,Male,Tier 1,Salaried,66864.0,323.0,754.0,50,Verified,126100.0,71500.0,48,22.88,2287.0,Approved,1,8.1,5.0,0.0,0.0,0,1,8,8.0,,0.0048307011246709
APP400186,FC05379,2024-06-01,Small Business Loan,Mobile App,Android,40.0,Male,Tier 1,Salaried,41115.0,8219.0,859.0,30,Pending,321600.0,252300.0,18,18.28,16132.0,Approved,1,27.3,5.0,0.0,0.0,0,2,12,,,0.1999027119056305
APP401652,FC00685,2024-02-22,Credit Line,Website,iOS,36.0,Male,Tier 1,Salaried,72476.0,8256.0,555.0,33,Verified,143700.0,,48,27.25,,Rejected,0,,,,,0,1,8,5.0,Thin credit file,0.1139135713891495
APP402800,FC01639,2024-04-12,Credit Line,Partner Merchant,Not Captured,24.0,Female,Tier 1,Salaried,45583.0,2048.0,652.0,43,Verified,247600.0,,24,24.97,,Under Review,0,,,,,0,2,6,8.0,,0.0449290305596384
APP406441,FC02505,2024-07-13,Personal Loan,Website,Android,37.0,Female,Tier 1,Gig Worker,,5366.0,717.0,27,Verified,120100.0,,6,22.34,,Rejected,0,,,,,0,0,5,7.0,KYC mismatch,
APP405355,FC02845,2024-05-08,Small Business Loan,Mobile App,iOS,33.0,Female,Tier 2,Gig Worker,14343.0,7308.0,700.0,13,Verified,252900.0,,6,21.57,,Rejected,0,,,,,0,2,9,,High existing obligations,0.5095168374816984
APP402671,FC02829,2023-11-17,BNPL,Mobile App,Android,18.0,Female,Tier 2,Salaried,56124.0,426.0,769.0,48,Verified,4800.0,4300.0,1,20.45,4373.0,Approved,1,6.9,0.0,0.0,0.0,0,1,3,5.0,,0.0075903356852683
APP402494,FC01744,2024-05-09,Two Wheeler Loan,Website,Android,27.0,Female,Tier 1,Gig Worker,34917.0,5124.0,667.0,17,Verified,109900.0,,18,21.8,,Under Review,0,,,,,0,0,7,,,0.1467480024057049
APP406127,FC03496,27/01/24,Two Wheeler Loan,Mobile App,Android,34.0,Male,Tier 1,Self Employed,67540.0,1554.0,760.0,35,Verified,106500.0,89600.0,6,23.26,15963.0,Approved,1,4.4,1.0,0.0,0.0,0,2,7,9.0,,0.0230085875037015
APP400337,FC04448,2023-12-30,Personal Loan,Referral,Android,34.0,Female,Tier 2,Gig Worker,20866.0,6030.0,609.0,49,Verified,173200.0,,12,27.95,,Rejected,0,,,,,0,0,8,,KYC mismatch,0.2889868685900508
APP402553,FC04825,2024-01-13,Personal Loan,Mobile App,Android,22.0,Female,Tier 1,Self Employed,35926.0,14738.0,550.0,73,Verified,140600.0,,36,27.51,,Rejected,0,,,,,0,1,2,7.0,High existing obligations,0.4102321438512498
APP404204,FC03895,2024-09-04,Credit Line,DSA Agent,Android,31.0,Male,Tier 1,Self Employed,86186.0,5989.0,649.0,79,Verified,28000.0,19000.0,36,25.13,757.0,Approved,1,13.4,1.0,0.0,0.0,0,0,3,3.0,,0.0694892441927923
APP402714,FC00558,2023-12-19,BNPL,Mobile App,Android,28.0,Male,Tier 2,Self Employed,40182.0,6557.0,739.0,89,Verified,2900.0,1900.0,6,21.96,337.0,Approved,1,9.2,4.0,0.0,0.0,0,1,8,5.0,,0.1631825195361107
APP404796,FC04265,2023-11-18,Credit Line,Partner Merchant,Android,37.0,Female,Tier 2,Salaried,56064.0,1325.0,694.0,18,Verified,59600.0,,18,24.16,,Under Review,0,,,,,0,1,7,,,0.0236337043378995
APP402050,FC03586,2024-10-04,Personal Loan,Mobile App,Android,18.0,Female,Tier 3,Self Employed,98081.0,5273.0,863.0,26,Verified,80300.0,80300.0,12,15.5,6063.0,Approved,1,14.9,5.0,0.0,0.0,0,2,3,5.0,,0.053761686769099
APP406676,FC02485,2024-07-21,Credit Line,DSA Agent,Android,28.0,Male,Tier 1,Salaried,24857.0,5162.0,684.0,51,Verified,1000.0,900.0,24,20.79,46.0,Approved,1,2.8,3.0,0.0,0.0,0,2,3,,,0.2076678601601158
APP404554,FC02162,2024-03-30,BNPL,Referral,Android,23.0,Male,Tier 3,Salaried,50845.0,782.0,594.0,83,Failed,7900.0,,1,26.24,,Rejected,0,,,,,0,1,5,6.0,KYC mismatch,0.0153800767037073
APP405174,FC01641,2024-08-10,BNPL,Mobile App,iOS,38.0,Male,Tier 1,Salaried,51727.0,9495.0,703.0,15,Pending,4800.0,3100.0,3,20.94,1070.0,Approved,1,22.6,1.0,42.0,0.0,0,0,5,6.0,,0.1835598430220194
APP403739,FC05314,12-07-2024,Credit Line,Website,Android,29.0,Female,Tier 3,Gig Worker,19704.0,1632.0,661.0,37,Verified,66000.0,,24,23.51,,Under Review,0,,,,,0,1,12,7.0,,0.0828258221680877
APP405432,FC05512,2023-10-31,BNPL,Website,Android,41.0,Male,Tier 3,Salaried,17792.0,8097.0,790.0,21,Verified,5200.0,4400.0,1,19.32,4471.0,Approved,1,3.5,1.0,0.0,0.0,0,1,6,,,0.4550921762589928
APP406257,FC04349,2024-08-06,Personal Loan,Referral,Android,32.0,Female,Tier 1,Salaried,42412.0,8935.0,699.0,59,Verified,102500.0,,6,23.93,,Under Review,0,,,,,0,1,9,,,0.2106715080637555
APP402187,FC03371,23/06/24,Personal Loan,Website,Android,39.0,Male,Tier 3,Self Employed,57100.0,7616.0,721.0,34,Verified,310700.0,191400.0,18,24.11,12777.0,Approved,1,18.4,18.0,80.0,0.0,0,1,5,,,0.1333800350262697
APP403169,FC03352,2024-10-12,BNPL,Partner Merchant,Android,32.0,Male,Tier 2,Self Employed,49501.0,14557.0,717.0,30,Verified,13800.0,12400.0,6,22.09,2202.0,Approved,1,13.7,4.0,0.0,0.0,0,0,5,,,0.2940748671744005
APP404475,FC00381,11/09/23,Personal Loan,Mobile App,Android,30.0,Female,Tier 2,Salaried,32407.0,5750.0,869.0,37,Verified,414900.0,305500.0,48,16.32,8708.0,Approved,0,,,,,0,0,3,5.0,,0.177430801987225
APP402122,FC03153,2024-01-22,Credit Line,Mobile App,Android,38.0,Male,Tier 1,Gig Worker,26358.0,3696.0,802.0,9,Verified,176500.0,,36,21.67,,Under Review,0,,,,,0,1,4,6.0,,0.1402230821761894
APP401690,FC03454,2023-09-15,BNPL,Partner Merchant,Android,36.0,Female,Tier 2,Salaried,42906.0,26633.0,579.0,17,Pending,12800.0,,3,27.23,,Rejected,0,,,,,0,1,11,7.0,KYC mismatch,0.6207290355661212
APP400123,FC05549,2024-09-22,Personal Loan,DSA Agent,Android,30.0,Female,Tier 2,Gig Worker,27243.0,666.0,701.0,45,Verified,220000.0,159600.0,6,21.26,28274.0,Approved,1,12.7,5.0,0.0,0.0,0,0,4,,,0.0244466468450611
APP402938,FC02175,2024-10-05,Personal Loan,DSA Agent,Android,20.0,Female,Tier 1,Salaried,73688.0,8517.0,644.0,30,Verified,128600.0,,36,22.94,,Rejected,0,,,,,0,2,6,10.0,Low credit score,0.1155819129301921
APP400701,FC05347,26/06/24,BNPL,Mobile App,Not Captured,34.0,Male,Tier 2,Salaried,60305.0,1149.0,719.0,74,Verified,4600.0,,3,22.43,,Under Review,0,,,,,0,0,8,3.0,,0.0190531465052649
APP406840,FC03275,02/06/24,Two Wheeler Loan,Partner Merchant,Android,25.0,Male,Tier 1,Salaried,,8246.0,695.0,24,Verified,86300.0,,12,24.86,,Under Review,0,,,,,0,5,9,8.0,,
APP404905,FC01318,2023-12-21,Credit Line,Mobile App,Not Captured,37.0,Male,Tier 2,Salaried,,8642.0,631.0,22,Verified,167000.0,,48,26.14,,Under Review,0,,,,,0,0,6,,,
APP404799,FC00687,06/11/23,Personal Loan,Partner Merchant,Android,33.0,Male,Tier 1,Self Employed,121144.0,2137.0,551.0,43,Verified,1000.0,,48,27.27,,Rejected,0,,,,,0,1,7,7.0,Income below threshold,0.0176401637720398
APP403884,FC00536,2024-11-07,BNPL,Partner Merchant,Android,33.0,Male,Tier 1,Salaried,85767.0,740.0,900.0,13,Verified,8600.0,7700.0,1,13.03,7784.0,Approved,1,8.4,1.0,0.0,0.0,0,1,5,4.0,,0.0086280270966688
APP406662,FC05491,2024-08-18,BNPL,Partner Merchant,Android,44.0,Male,Tier 1,Gig Worker,29507.0,1354.0,843.0,30,Verified,10000.0,10000.0,3,15.42,3419.0,Approved,1,7.6,1.0,0.0,0.0,0,1,9,5.0,,0.0458874165452265
APP405445,FC05150,2024-06-02,Two Wheeler Loan,Mobile App,iOS,30.0,Male,Tier 2,Salaried,5000.0,8045.0,844.0,61,Verified,83100.0,,6,17.11,,Under Review,0,,,,,0,0,4,8.0,,1.609
APP404702,FC05023,2024-11-13,Two Wheeler Loan,Partner Merchant,Android,36.0,Male,Tier 2,Self Employed,5000.0,499.0,689.0,6,Verified,80400.0,80400.0,18,23.92,5360.0,Approved,1,8.6,7.0,0.0,0.0,0,0,9,8.0,,0.0998
APP402344,FC04355,18/01/24,BNPL,Partner Merchant,Android,38.0,Female,Tier 2,Salaried,91424.0,13393.0,784.0,29,Verified,5100.0,3800.0,1,21.0,3866.0,Approved,1,6.3,0.0,0.0,0.0,0,1,3,7.0,,0.1464932621631081
APP401125,FC00588,2023-11-29,Personal Loan,Mobile App,iOS,24.0,Female,Tier 1,Student,7567.0,476.0,895.0,41,Verified,286000.0,261000.0,36,15.72,9140.0,Approved,1,3.2,2.0,0.0,0.0,0,0,6,,,0.062904717853839
APP406100,FC04213,2024-04-25,Personal Loan,Mobile App,Android,30.0,Male,Tier 2,Self Employed,106019.0,6168.0,797.0,70,Verified,370200.0,239800.0,24,15.13,11642.0,Approved,1,8.3,18.0,0.0,0.0,0,0,4,6.0,,0.0581782510682047
APP404251,FC04299,2024-06-02,Personal Loan,Partner Merchant,Android,41.0,Male,Tier 2,Self Employed,74534.0,390.0,663.0,30,Verified,154800.0,117100.0,48,19.57,3537.0,Approved,1,25.7,24.0,0.0,0.0,0,1,7,9.0,,0.0052325113371078
APP404520,FC02210,2024-01-16,BNPL,Mobile App,Android,33.0,Male,Tier 1,Salaried,,12544.0,728.0,41,Verified,1000.0,,3,20.74,,Rejected,0,,,,,0,0,3,,Low credit score,
APP400944,FC02413,2024-06-14,Personal Loan,Mobile App,iOS,47.0,Male,Tier 1,Gig Worker,21393.0,3640.0,750.0,17,Verified,104200.0,,24,25.41,,Under Review,0,,,,,0,2,7,5.0,,0.1701491141962324
APP401593,FC05469,2024-10-17,BNPL,Partner Merchant,iOS,45.0,Male,Tier 1,Salaried,70038.0,3514.0,798.0,34,Verified,7100.0,,3,17.69,,Under Review,0,,,,,0,2,4,8.0,,0.0501727633570347
APP401503,FC03245,12-04-2024,Small Business Loan,Mobile App,iOS,33.0,Female,Tier 1,Self Employed,27541.0,12624.0,731.0,15,Verified,857900.0,597000.0,6,24.64,106772.0,Approved,0,,,,,0,1,5,6.0,,0.4583711557314549
APP400749,FC02561,2024-10-06,Personal Loan,DSA Agent,iOS,38.0,Female,Tier 2,Gig Worker,10264.0,908.0,639.0,26,Verified,103400.0,,36,24.37,,Under Review,0,,,,,0,1,7,8.0,,0.08846453624318
APP404898,FC03279,2023-09-12,Two Wheeler Loan,Website,Not Captured,29.0,Male,Tier 1,Salaried,38083.0,420.0,767.0,29,Pending,99200.0,76900.0,24,20.84,3946.0,Approved,1,7.7,1.0,0.0,0.0,0,1,9,4.0,,0.0110285429194128
APP400143,FC05144,2024-03-31,Small Business Loan,Mobile App,Android,43.0,Male,Tier 1,Gig Worker,30319.0,7291.0,749.0,45,Verified,511300.0,,12,18.4,,Under Review,0,,,,,0,1,5,5.0,,0.2404762690062337
APP405564,FC00787,15/09/23,BNPL,Referral,iOS,29.0,Male,Tier 3,Self Employed,10119.0,10013.0,815.0,14,Verified,7500.0,,6,18.37,,Rejected,0,,,,,0,2,4,6.0,Income below threshold,0.9895246565866191
APP400732,FC05095,17/05/24,BNPL,Mobile App,Android,41.0,Female,Tier 3,Salaried,81884.0,3329.0,773.0,19,Verified,8800.0,8300.0,6,21.43,1471.0,Approved,1,1.6,3.0,0.0,0.0,0,1,8,,,0.0406550730301401
APP404207,FC05434,2023-12-05,Two Wheeler Loan,Mobile App,iOS,42.0,Male,Tier 1,Salaried,56730.0,8266.0,609.0,62,Verified,42800.0,,18,25.05,,Rejected,0,,,,,0,0,8,6.0,KYC mismatch,0.1457077384100123
APP405667,FC02621,2024-07-05,Small Business Loan,Website,iOS,18.0,Female,Tier 3,Salaried,50120.0,10169.0,807.0,10,Verified,340400.0,,18,19.16,,Under Review,0,,,,,0,2,7,,,0.2028930566640064
APP401425,FC02368,2023-11-15,Two Wheeler Loan,Mobile App,Android,31.0,Female,Tier 2,Self Employed,76186.0,1623.0,595.0,51,Verified,79600.0,,18,25.68,,Rejected,0,,,,,0,0,4,,KYC mismatch,0.0213031265586853
APP400679,FC02551,2023-12-20,Personal Loan,Partner Merchant,Android,29.0,Male,Tier 2,Gig Worker,40625.0,3045.0,682.0,60,Verified,89400.0,69400.0,48,23.21,2232.0,Approved,1,4.7,0.0,0.0,0.0,0,1,11,8.0,,0.0749538461538461
APP406104,FC01697,2024-03-31,Two Wheeler Loan,Referral,Android,26.0,Male,Tier 1,Salaried,95343.0,7515.0,810.0,21,Verified,54100.0,42900.0,48,19.89,1303.0,Approved,1,3.2,35.0,0.0,0.0,0,2,5,5.0,,0.0788206790220572
APP400513,FC05290,2024-10-02,Personal Loan,Mobile App,Android,35.0,Male,Tier 1,Self Employed,42683.0,2884.0,,30,Verified,68700.0,,36,26.87,,Rejected,0,,,,,0,1,3,9.0,Income below threshold,0.0675678841693414
APP406884,FC03783,2024-03-24,Credit Line,Mobile App,Android,29.0,Male,Tier 1,Gig Worker,6351.0,9597.0,616.0,22,Verified,255700.0,,12,26.18,,Rejected,0,,,,,0,0,6,8.0,Income below threshold,1.5111006140765233
APP402236,FC03875,2023-09-05,BNPL,Mobile App,Android,27.0,Female,Tier 2,Self Employed,73104.0,17623.0,726.0,73,Verified,5300.0,,3,22.49,,Under Review,0,,,,,0,0,5,,,0.2410675202451302
APP403425,FC01032,18-03-2024,BNPL,Mobile App,Android,44.0,Male,Tier 3,Self Employed,38478.0,1272.0,673.0,32,Pending,11200.0,,3,21.45,,Rejected,0,,,,,0,1,3,,Income below threshold,0.0330578512396694
APP403294,FC03785,2023-11-26,BNPL,Referral,Android,42.0,Male,Tier 2,Salaried,51513.0,9126.0,732.0,99,Verified,9100.0,8900.0,6,21.28,1577.0,Approved,1,4.7,1.0,10.0,0.0,0,0,10,3.0,,0.1771591637062489
APP402761,FC02537,2023-10-29,Personal Loan,Website,Android,28.0,Male,Tier 3,Gig Worker,36802.0,2287.0,657.0,19,Verified,216100.0,,48,23.07,,Rejected,0,,,,,0,1,3,,Low credit score,0.0621433617738166
APP401823,FC03788,2024-06-20,Small Business Loan,Mobile App,Android,42.0,Female,Tier 2,Salaried,,190.0,678.0,61,Verified,306000.0,,24,23.48,,Under Review,0,,,,,0,0,4,,,
APP401416,FC00157,2024-04-06,Two Wheeler Loan,Mobile App,iOS,35.0,Male,Tier 1,Self Employed,47664.0,9331.0,485.0,12,Verified,41900.0,,6,30.95,,Rejected,0,,,,,0,1,2,,High existing obligations,0.1957661967103054
APP403684,FC04441,2023-11-12,Personal Loan,Partner Merchant,Android,31.0,Male,Tier 2,Gig Worker,,2970.0,864.0,55,Verified,1000.0,800.0,36,18.94,29.0,Approved,1,11.4,19.0,0.0,0.0,0,1,6,7.0,,
APP403063,FC02111,2024-10-19,Personal Loan,Mobile App,Android,18.0,Male,Tier 2,Gig Worker,32857.0,1097.0,697.0,33,Pending,95600.0,78500.0,36,24.52,3101.0,Approved,1,22.2,16.0,42.0,0.0,0,0,8,5.0,,0.0333871016830508
APP404918,FC01714,28/09/23,Credit Line,Mobile App,Android,36.0,Female,Tier 1,Salaried,70364.0,5535.0,811.0,36,Pending,124300.0,118300.0,48,18.11,3482.0,Approved,1,5.5,22.0,0.0,0.0,0,0,7,5.0,,0.0786623841737252
APP401388,FC01300,2024-05-26,Personal Loan,DSA Agent,Android,29.0,Male,Tier 1,Self Employed,45819.0,9359.0,706.0,28,Verified,252800.0,,6,21.29,,Under Review,0,,,,,0,1,7,10.0,,0.2042602413845784
APP400507,FC04631,11/03/24,Small Business Loan,Website,Android,25.0,Male,Tier 1,Gig Worker,6432.0,23598.0,800.0,57,Verified,181500.0,,36,17.31,,Rejected,0,,,,,0,0,7,9.0,Low credit score,3.6688432835820897
APP402538,FC05709,2023-11-04,BNPL,Website,iOS,30.0,Female,Tier 3,Salaried,36133.0,6369.0,738.0,38,Verified,6100.0,,3,23.85,,Rejected,0,,,,,0,0,6,,Income below threshold,0.1762654637035397
APP406742,FC00291,25-02-2024,Personal Loan,Mobile App,iOS,33.0,Female,Tier 1,Self Employed,,1629.0,698.0,2,Verified,172800.0,146500.0,6,22.93,26075.0,Approved,1,8.2,3.0,0.0,0.0,0,1,8,9.0,,
APP404244,FC00016,2023-09-10,Personal Loan,Website,Android,27.0,Female,Tier 2,Salaried,63608.0,2166.0,728.0,29,Verified,238100.0,236100.0,36,19.29,8689.0,Approved,1,22.5,22.0,0.0,0.0,0,2,4,6.0,,0.0340523204628348
APP403192,FC01984,2024-01-13,Two Wheeler Loan,Mobile App,Android,25.0,Female,Tier 1,Salaried,36030.0,10539.0,,48,Verified,95200.0,,12,25.19,,Under Review,0,,,,,0,0,10,7.0,,0.2925062447960033
APP400757,FC01567,08/07/24,Personal Loan,Mobile App,iOS,43.0,Male,Tier 1,Self Employed,73902.0,650.0,694.0,43,Verified,210800.0,,6,20.93,,Rejected,0,,,,,0,0,6,5.0,Thin credit file,0.0087954317880436
APP404664,FC05050,2023-10-30,Small Business Loan,Referral,Android,34.0,Male,Tier 2,Self Employed,62536.0,426.0,585.0,41,Verified,629900.0,,6,26.24,,Rejected,0,,,,,0,0,4,6.0,Low credit score,0.0068120762440834
APP405055,FC03826,2024-05-25,Two Wheeler Loan,Partner Merchant,Not Captured,43.0,Male,Tier 3,Self Employed,72110.0,2193.0,770.0,87,Verified,57400.0,50400.0,18,18.61,3230.0,Approved,1,9.1,9.0,0.0,0.0,0,1,4,9.0,,0.0304118707530162
APP406591,FC01036,2023-09-13,Small Business Loan,Partner Merchant,iOS,32.0,Male,Tier 1,Gig Worker,17050.0,14053.0,622.0,35,Verified,435300.0,,48,26.17,,Rejected,0,,,,,0,1,3,5.0,High existing obligations,0.8242228739002933
APP404817,FC05315,2024-02-06,Two Wheeler Loan,Partner Merchant,Android,30.0,Male,Tier 1,Salaried,,14040.0,753.0,30,Verified,103500.0,,18,20.86,,Under Review,0,,,,,0,1,6,,,
APP401712,FC03974,2023-09-30,Credit Line,Mobile App,Android,32.0,Male,Tier 1,Gig Worker,19163.0,3839.0,626.0,37,Pending,240600.0,,48,23.57,,Rejected,0,,,,,0,1,5,5.0,High existing obligations,0.2003339769347179
APP402871,FC03927,22/09/23,Credit Line,Mobile App,Android,34.0,Male,Tier 3,Self Employed,79003.0,1072.0,890.0,30,Verified,308200.0,259400.0,18,12.96,15935.0,Approved,0,,,,,0,1,6,6.0,,0.0135691049706973
APP406194,FC02818,2023-10-19,Two Wheeler Loan,Mobile App,Android,42.0,Male,Tier 3,Self Employed,,8345.0,693.0,34,Verified,48800.0,,6,23.08,,Under Review,0,,,,,0,1,6,,,
